LIMIT_BAL,SEX,PAY_0,PAY_2,PAY_3
240000,1,1,2,2
50000,1,0,0,0
100000,1,2,2,2
140000,1,0,0,0
260000,1,-1,2,-1
230000,1,-2,-2,-2
20000,1,-1,-1,-1
110000,1,0,0,0
460000,1,0,0,0
120000,1,0,0,2
60000,1,0,-1,-1
50000,1,0,-1,-1
50000,1,0,0,0
30000,1,0,0,-1
20000,1,0,0,0
20000,1,0,0,0
350000,1,0,0,0
240000,1,0,0,0
120000,1,2,2,0
200000,1,-2,-2,-2
150000,1,-1,-1,-1
180000,1,-2,-2,-2
260000,1,-1,-1,-1
180000,1,-2,-2,-2
130000,1,0,0,0
250000,1,0,0,0
460000,1,-2,-1,-1
40000,1,0,0,0
20000,1,2,2,2
310000,1,-2,-2,-2
90000,1,0,0,0
20000,1,0,0,0
270000,1,0,0,0
170000,1,0,0,0
300000,1,0,0,0
350000,1,2,2,-1
360000,1,-1,-1,-1
260000,1,0,0,0
100000,1,0,0,0
200000,1,0,0,0
30000,1,0,0,0
160000,1,-1,-1,-1
370000,1,0,0,0
380000,1,0,-1,-1
210000,1,-1,-1,-1
90000,1,1,2,2
210000,1,-1,-1,-1
120000,1,1,-2,-2
500000,1,-1,-1,-1
390000,1,0,0,0
310000,1,-2,-2,-2
280000,1,0,0,0
200000,1,-1,-1,-1
50000,1,0,0,2
500000,1,-1,-1,-1
30000,1,0,0,0
50000,1,0,0,0
210000,1,-2,-2,-2
150000,1,-2,-2,-1
230000,1,0,0,0
200000,1,-1,-1,-1
200000,1,-1,-1,-1
330000,1,0,0,0
70000,1,0,0,0
100000,1,-1,-1,-1
130000,1,0,0,0
90000,1,-1,-1,3
150000,1,1,-2,-2
230000,1,0,0,0
80000,1,-1,0,0
100000,1,0,0,0
170000,1,0,0,0
310000,1,-1,2,-1
160000,1,-1,-1,-1
70000,1,2,2,2
500000,1,0,0,0
50000,1,0,0,-2
410000,1,2,2,2
120000,1,0,0,0
20000,1,-1,-1,3
310000,1,-1,0,0
90000,1,0,0,0
200000,1,0,0,0
360000,1,-1,-1,-1
350000,1,0,0,0
20000,1,0,0,2
260000,1,-2,-2,-2
110000,1,0,0,0
140000,1,0,0,0
310000,1,0,0,0
170000,1,0,0,0
80000,1,0,0,2
410000,1,-1,-1,-1
130000,1,0,0,0
260000,1,0,0,0
500000,1,-1,-1,-1
160000,1,-2,-2,-2
180000,1,0,0,0
70000,1,0,0,0
50000,1,-1,-1,-1
90000,1,2,0,0
210000,1,0,0,0
210000,1,2,0,0
360000,1,-1,-1,-1
280000,1,0,0,0
160000,1,0,0,0
200000,1,-1,-1,-1
50000,1,5,4,3
400000,1,0,0,2
210000,1,-2,-2,-2
440000,1,-2,-2,-2
380000,1,-1,-1,-1
120000,1,0,0,0
110000,1,0,0,0
110000,1,1,2,3
360000,1,-1,-1,-1
200000,1,0,0,0
200000,1,0,0,0
50000,1,0,0,0
400000,1,-2,-2,-2
150000,1,-1,2,-1
430000,1,-1,-1,0
170000,1,-2,-2,-2
300000,1,0,0,0
500000,1,0,0,0
230000,1,0,0,0
50000,1,0,0,0
50000,1,1,2,0
220000,1,1,-2,-2
500000,1,-2,-2,-2
350000,1,1,2,0
200000,1,-1,-1,-1
30000,1,0,0,0
180000,1,-1,-1,-1
50000,1,2,2,2
80000,1,-1,-1,-1
270000,1,0,0,0
310000,1,-1,-1,-1
450000,1,1,2,0
210000,1,2,2,2
300000,1,0,0,0
60000,1,0,0,2
360000,1,-1,-1,-1
280000,1,1,-2,-2
150000,1,0,0,0
260000,1,-2,-2,-2
150000,1,-2,-1,-1
180000,1,0,0,0
120000,1,-1,-1,-1
200000,1,0,0,2
130000,1,0,0,0
50000,1,1,2,0
430000,1,-2,-2,-2
30000,1,0,-1,0
60000,1,0,0,0
180000,1,-1,-1,-1
360000,1,1,-1,2
60000,1,0,0,0
100000,1,-1,-1,-1
80000,1,0,0,0
240000,1,0,0,2
40000,1,-2,-2,-2
80000,1,0,0,0
120000,1,2,-1,-1
280000,1,-1,-1,-1
210000,1,-2,-2,-2
70000,1,0,0,0
160000,1,2,2,2
260000,1,-1,-1,-1
100000,1,2,2,0
80000,1,2,2,2
140000,1,1,-1,-1
100000,1,-2,-2,-2
50000,1,0,0,0
20000,1,2,2,3
240000,1,0,0,0
90000,1,0,0,0
420000,1,0,0,0
500000,1,0,0,0
350000,1,-2,-2,-2
50000,1,0,0,0
80000,1,-1,-1,0
200000,1,1,-2,-2
240000,1,0,0,0
30000,1,1,-2,-2
50000,1,0,0,0
290000,1,0,0,-1
20000,1,0,0,-1
330000,1,0,0,0
10000,1,1,2,3
370000,1,0,0,0
80000,1,0,0,0
340000,1,0,0,0
500000,1,1,-2,-2
460000,1,0,0,0
50000,1,0,0,0
160000,1,0,0,0
80000,1,2,2,2
210000,1,0,0,0
30000,1,0,0,0
30000,1,0,0,0
410000,1,-1,-1,-1
260000,1,0,0,0
50000,1,0,0,0
360000,1,-1,-1,-1
50000,1,0,0,0
220000,1,-1,2,-1
30000,1,2,2,0
230000,1,1,2,0
20000,1,1,5,4
500000,1,-1,-1,-1
50000,1,0,0,2
440000,1,-2,-2,-2
140000,1,0,0,0
480000,1,-2,-2,-2
20000,1,0,0,0
170000,1,3,2,2
260000,1,0,0,0
140000,1,-1,2,-1
100000,1,0,0,-2
220000,1,-1,-1,-1
160000,1,-1,-1,-1
20000,1,0,0,-1
210000,1,-1,-1,-1
60000,1,-2,-2,-2
190000,1,2,2,2
500000,1,0,0,0
20000,1,0,0,2
460000,1,1,2,0
460000,1,0,-1,-1
300000,1,0,0,0
490000,1,0,0,0
90000,1,0,0,0
70000,1,2,2,2
20000,1,0,0,0
20000,1,-1,2,-1
10000,1,0,0,0
420000,1,-1,-1,-1
200000,1,-1,-1,-1
500000,1,0,0,0
150000,1,0,0,0
50000,1,0,0,0
180000,1,0,0,0
20000,1,0,0,0
150000,1,2,2,2
50000,1,1,2,0
130000,1,0,0,0
370000,1,0,0,0
360000,1,-1,-1,-1
100000,1,0,0,0
50000,1,0,0,0
200000,1,0,0,-1
400000,1,0,0,0
20000,1,0,0,0
500000,1,3,2,2
20000,1,0,0,0
240000,1,0,0,0
210000,1,-2,-2,-2
130000,1,0,0,0
130000,1,0,0,0
360000,1,-1,-1,-2
50000,1,0,-1,-1
500000,1,-1,-1,2
130000,1,2,0,0
20000,1,0,0,0
480000,1,-2,-2,-2
240000,1,0,0,0
60000,1,0,0,0
450000,1,-1,0,0
350000,1,-1,-1,-1
130000,1,2,0,0
240000,1,0,0,0
50000,1,2,0,0
60000,1,0,0,0
20000,1,0,0,0
30000,1,0,0,0
400000,1,-2,-2,-2
400000,1,0,0,0
200000,1,-1,-1,-1
260000,1,0,0,0
30000,1,-1,-1,-1
30000,1,0,0,0
270000,1,-1,-1,-1
260000,1,0,0,0
210000,1,1,-1,-1
500000,1,1,2,2
50000,1,0,0,0
160000,1,0,0,0
550000,1,0,0,0
330000,1,-2,-2,-2
280000,1,-1,2,2
400000,1,0,0,0
300000,1,0,0,0
20000,1,0,0,0
280000,1,-1,-1,-1
400000,1,-1,-1,-1
230000,1,-2,-2,-2
20000,1,-1,0,-1
50000,1,0,0,-2
480000,1,-1,-1,-1
360000,1,1,-2,-2
110000,1,-1,-1,-1
150000,1,0,0,0
50000,1,2,2,2
200000,1,0,0,-2
110000,1,0,0,0
100000,1,0,0,0
20000,1,0,0,0
30000,1,0,0,0
230000,1,0,0,0
50000,1,2,0,0
30000,1,0,0,0
50000,1,-1,-1,-1
130000,1,0,0,0
50000,1,0,0,0
360000,1,-1,-1,2
50000,1,0,0,0
150000,1,-2,-1,-1
240000,1,-1,-1,-1
500000,1,-1,-1,-1
170000,1,0,0,0
350000,1,0,0,0
160000,1,2,0,0
220000,1,-2,-2,-2
500000,1,0,0,0
460000,1,-1,-1,-1
50000,1,-1,2,-1
740000,1,0,0,0
50000,1,-1,-1,-1
290000,1,0,0,0
320000,1,0,0,0
420000,1,-1,-1,-1
500000,1,-1,-1,-1
450000,1,0,0,0
120000,1,-2,-2,-2
80000,1,0,0,0
250000,1,-1,-1,-1
180000,1,1,-2,-2
260000,1,1,-2,-2
20000,1,0,-1,-1
220000,1,-2,-2,-2
90000,1,0,0,0
210000,1,0,0,0
300000,1,-1,-1,-1
30000,1,1,7,6
90000,1,0,0,0
300000,1,-2,-2,-2
500000,1,2,2,2
170000,2,-1,-1,0
150000,2,0,0,0
360000,2,-1,-1,-1
70000,2,0,0,0
350000,2,-2,-2,-2
50000,2,0,0,0
50000,2,1,2,2
70000,2,2,2,2
30000,2,1,2,2
30000,2,0,0,0
260000,2,1,-1,-1
30000,2,1,2,2
240000,2,-2,-1,0
80000,2,2,2,2
40000,2,0,0,0
130000,2,2,3,2
60000,2,0,0,0
250000,2,-1,-1,-1
60000,2,0,0,0
390000,2,1,-2,-1
110000,2,1,2,0
30000,2,0,0,2
50000,2,0,0,4
10000,2,-1,-1,2
50000,2,0,0,0
80000,2,1,-1,-1
30000,2,0,0,0
30000,2,1,2,0
50000,2,1,1,2
50000,2,2,2,2
50000,2,1,4,3
10000,2,0,0,0
50000,2,0,0,0
50000,2,1,3,2
10000,2,0,0,-1
10000,2,2,0,0
70000,2,0,0,0
20000,2,0,0,0
30000,2,2,2,2
30000,2,0,0,0
50000,2,0,0,0
100000,2,0,0,0
30000,2,0,0,0
20000,2,0,0,2
50000,2,2,2,2
30000,2,4,3,2
30000,2,2,0,0
30000,2,0,0,0
20000,2,1,-1,2
30000,2,2,2,2
50000,2,0,0,0
80000,2,0,0,0
30000,2,1,-1,-1
10000,2,2,0,0
30000,2,0,0,0
20000,2,-1,-1,-1
30000,2,0,-1,-1
120000,2,0,0,0
30000,2,0,0,0
110000,2,-1,-1,-1
30000,2,0,0,0
80000,2,0,0,0
20000,2,0,0,0
170000,2,0,0,0
120000,2,0,0,0
30000,2,-1,-1,2
50000,2,0,0,0
200000,2,1,-2,-1
30000,2,0,0,0
90000,2,0,0,0
50000,2,0,0,0
50000,2,0,0,0
150000,2,1,2,0
10000,2,1,2,0
130000,2,0,0,0
70000,2,-1,-1,-1
40000,2,-1,2,2
200000,2,0,0,0
110000,2,1,2,0
80000,2,0,0,2
90000,2,0,0,0
30000,2,0,0,0
20000,2,0,0,0
30000,2,0,0,0
230000,2,-1,-1,-1
50000,2,-1,-1,-1
80000,2,0,0,2
130000,2,0,0,0
150000,2,-1,-1,-1
80000,2,-2,-2,-1
140000,2,0,0,0
150000,2,0,0,0
50000,2,0,0,0
80000,2,0,0,0
130000,2,0,0,2
40000,2,-1,-1,-1
140000,2,2,2,2
30000,2,-1,-1,0
500000,2,0,0,0
270000,2,0,0,0
60000,2,1,2,0
120000,2,3,2,2
130000,2,0,0,0
30000,2,1,2,2
290000,2,0,0,0
30000,2,2,2,0
50000,2,0,0,0
210000,2,0,0,0
30000,2,2,0,0
60000,2,0,0,0
50000,2,2,0,0
80000,2,-1,-1,-1
50000,2,2,2,2
90000,2,1,3,2
50000,2,1,-1,2
50000,2,2,0,0
20000,2,0,0,0
150000,2,0,0,0
110000,2,0,0,0
140000,2,-1,-1,-1
30000,2,0,0,0
120000,2,0,0,0
80000,2,0,0,0
80000,2,0,0,-1
80000,2,0,0,0
50000,2,0,-1,-1
30000,2,0,0,0
80000,2,0,0,0
30000,2,0,0,0
50000,2,0,0,0
170000,2,-1,0,0
80000,2,0,0,0
210000,2,0,0,0
160000,2,1,2,0
150000,2,-1,-1,0
70000,2,0,0,0
60000,2,2,0,0
50000,2,0,0,0
140000,2,2,2,2
80000,2,2,0,0
80000,2,0,0,-1
60000,2,0,0,0
200000,2,0,0,0
100000,2,0,0,0
100000,2,0,0,0
80000,2,0,0,0
70000,2,0,0,0
80000,2,0,0,0
60000,2,0,0,0
80000,2,0,0,0
50000,2,0,0,0
80000,2,2,0,0
30000,2,0,0,0
50000,2,0,0,0
80000,2,0,0,0
20000,2,0,0,0
80000,2,0,0,0
100000,2,0,0,0
30000,2,1,3,2
200000,2,0,0,0
60000,2,0,0,0
170000,2,-1,0,0
20000,2,0,0,0
230000,2,0,0,0
50000,2,3,2,0
90000,2,0,0,0
70000,2,0,-1,-1
50000,2,0,0,0
120000,2,0,0,0
50000,2,2,2,2
380000,2,-2,-2,-2
140000,2,1,-1,-1
200000,2,0,0,0
60000,2,0,0,0
80000,2,0,0,0
270000,2,0,0,0
150000,2,0,0,0
260000,2,0,0,0
200000,2,0,0,0
90000,2,0,0,0
200000,2,1,2,0
200000,2,-1,-1,-1
30000,2,0,0,2
180000,2,0,0,0
30000,2,0,0,0
520000,2,-1,0,0
80000,2,-1,-1,-1
120000,2,0,0,0
360000,2,-1,-1,-1
50000,2,0,0,0
200000,2,0,0,0
30000,2,0,0,0
50000,2,0,0,2
80000,2,-2,-2,-2
50000,2,0,0,-1
120000,2,-1,-1,-1
210000,2,1,-2,-1
80000,2,0,0,0
50000,2,0,0,0
300000,2,-2,-2,-1
100000,2,0,0,0
80000,2,-1,-1,-1
130000,2,-1,-1,-1
80000,2,0,0,0
160000,2,1,-1,0
130000,2,0,0,0
30000,2,-1,-1,3
50000,2,0,0,-1
20000,2,0,0,0
140000,2,0,0,0
180000,2,-1,0,0
400000,2,0,0,0
260000,2,-1,-1,-2
260000,2,0,0,0
180000,2,-1,-1,-1
160000,2,1,-2,-2
20000,2,2,2,2
30000,2,0,0,0
250000,2,0,0,0
80000,2,0,0,0
90000,2,0,0,0
50000,2,-2,-2,-2
210000,2,-1,0,0
200000,2,0,0,0
320000,2,0,-1,0
200000,2,-2,-2,-2
80000,2,1,2,2
140000,2,0,0,0
80000,2,0,0,0
200000,2,0,0,-1
230000,2,-1,2,-1
230000,2,0,0,0
20000,2,0,0,0
90000,2,0,0,0
130000,2,2,2,2
320000,2,-2,-2,-2
30000,2,2,2,0
240000,2,2,0,0
360000,2,-1,-1,-1
30000,2,0,-1,-1
240000,2,2,2,2
320000,2,-2,-2,-2
410000,2,0,0,0
220000,2,0,0,2
240000,2,-2,-2,-2
200000,2,-2,-2,-2
80000,2,0,0,0
20000,2,0,0,0
20000,2,-1,-1,-1
300000,2,-1,-1,-1
340000,2,1,2,2
300000,2,0,0,0
350000,2,-2,-2,-2
20000,2,2,0,0
90000,2,0,0,0
80000,2,0,0,0
20000,2,0,0,0
240000,2,0,0,0
150000,2,-1,3,2
100000,2,0,0,0
150000,2,1,-1,-1
50000,2,0,0,0
260000,2,0,0,0
140000,2,0,0,0
30000,2,-1,-1,0
90000,2,0,0,0
50000,2,0,0,0
230000,2,-1,-1,0
70000,2,2,2,2
300000,2,0,0,0
300000,2,-1,-1,-1
110000,2,0,0,0
30000,2,0,0,0
20000,2,2,2,-2
30000,2,-1,-1,-1
350000,2,0,-1,0
200000,2,-1,-1,-1
200000,2,-2,-2,-2
50000,2,0,0,0
100000,2,2,2,0
140000,2,0,0,0
50000,2,0,0,0
50000,2,0,0,0
160000,2,0,0,0
170000,2,0,-1,0
160000,2,0,0,0
100000,2,3,2,2
100000,2,0,0,0
200000,2,0,0,-2
360000,2,0,0,0
160000,2,0,0,0
500000,2,0,0,0
50000,2,0,0,0
90000,2,0,0,2
300000,2,-2,-2,-2
120000,2,0,0,0
300000,2,-1,-1,-1
500000,2,0,0,-1
50000,2,0,0,0
20000,2,0,0,0
240000,2,0,0,-2
210000,2,0,0,0
50000,2,1,-2,-1
50000,2,0,0,0
60000,2,-1,-1,-1
310000,2,0,0,0
140000,2,0,0,3
320000,2,-2,-2,-2
90000,2,0,0,0
280000,2,0,0,0
80000,2,0,-1,-1
170000,2,0,0,0
240000,2,1,-2,-1
30000,2,2,0,0
120000,2,0,0,0
50000,2,0,0,0
10000,2,0,0,0
80000,2,0,0,0
170000,2,0,0,0
360000,2,-2,-2,-2
110000,2,2,2,2
210000,2,0,0,0
150000,2,0,0,0
200000,2,-2,-2,-2
140000,2,0,0,0
80000,2,-1,0,0
240000,2,0,0,0
50000,2,0,0,0
80000,2,0,0,0
70000,2,0,0,0
50000,2,-1,-1,-1
180000,2,0,0,0
110000,2,0,0,0
300000,2,0,0,0
210000,2,0,0,0
200000,2,0,0,-1
100000,2,1,-2,-2
70000,2,2,0,0
250000,2,0,0,0
600000,2,-2,-2,-2
320000,2,0,0,0
180000,2,0,0,0
110000,2,0,0,0
20000,2,1,2,0
60000,2,-1,-1,-1
320000,2,-1,-1,-1
320000,2,0,0,0
110000,2,0,0,0
80000,2,0,0,0
500000,2,0,0,0
190000,2,-1,-1,-1
80000,2,0,0,0
90000,2,0,0,0
140000,2,0,0,2
200000,2,1,-1,-1
250000,2,-1,-1,-1
260000,2,1,-2,-2
220000,2,-1,-1,-2
110000,2,0,0,0
210000,2,0,0,0
380000,2,0,0,0
120000,2,1,-1,-1
60000,2,0,0,0
100000,2,3,2,2
20000,2,0,0,0
30000,2,0,0,0
50000,2,0,0,0
200000,2,0,0,0
210000,2,-1,-1,-1
240000,2,-2,-2,-2
150000,2,0,0,0
330000,2,-2,-2,-2
280000,2,-1,-1,2
210000,2,1,-2,-2
400000,2,-2,-2,-2
200000,2,0,0,0
60000,2,0,0,0
50000,2,0,0,0
360000,2,-2,-2,-2
300000,2,-2,-2,-2
10000,2,-2,-1,0
420000,2,-1,-1,-2
220000,2,0,0,0
130000,2,2,2,2
200000,2,-2,-2,-2
50000,2,2,2,2
300000,2,0,0,0
120000,2,-1,-1,-1
360000,2,-1,-1,-1
50000,2,1,-2,-2
230000,2,1,-2,-2
50000,2,0,0,0
30000,2,0,0,0
150000,2,2,2,2
70000,2,0,0,0
320000,2,0,0,0
330000,2,1,-2,-2
120000,2,0,0,0
360000,2,-2,-2,-2
30000,2,1,2,0
150000,2,0,0,0
30000,2,2,2,2
150000,2,0,0,0
470000,2,-1,0,0
410000,2,0,0,0
390000,2,1,-2,-2
320000,2,0,0,0
450000,2,-1,0,0
70000,2,1,2,0
50000,2,0,0,0
100000,2,0,0,2
110000,2,0,0,0
280000,2,0,0,0
500000,2,0,0,0
360000,2,0,0,0
180000,2,-1,2,2
480000,2,0,0,0
450000,2,-1,-1,-1
80000,2,0,0,0
290000,2,0,0,0
500000,2,0,0,-1
200000,2,-1,-1,-1
130000,2,2,3,2
360000,2,0,0,0
300000,2,0,0,0
70000,2,0,0,0
80000,2,-1,-1,-1
30000,2,2,2,2
280000,2,0,0,0
210000,1,0,0,0
80000,2,0,0,0
260000,2,-2,-1,-1
120000,2,0,0,0
150000,2,2,0,0
180000,2,1,-1,2
140000,2,-1,0,0
370000,2,0,0,0
30000,2,2,3,2
160000,2,0,0,0
60000,2,-1,-1,-1
230000,2,2,2,2
80000,2,0,0,0
360000,2,-1,2,2
130000,2,2,2,2
500000,2,-1,-1,-1
360000,2,0,0,0
120000,2,0,0,0
150000,2,0,0,0
120000,2,-1,-1,-2
190000,2,0,0,0
230000,2,-2,-2,-2
50000,2,0,0,0
20000,2,-1,-1,-1
100000,2,0,0,-1
200000,2,0,0,0
160000,2,0,0,0
160000,2,-2,-2,-2
50000,2,2,2,2
100000,2,1,-1,-1
420000,2,1,2,0
500000,2,-1,-1,0
360000,2,-2,-2,-2
190000,2,-2,-2,-2
120000,2,0,0,-2
300000,2,0,0,0
50000,2,0,0,0
290000,2,0,0,0
240000,2,0,0,0
120000,2,0,0,0
150000,2,-1,0,0
270000,2,-1,-1,0
310000,2,-2,-2,-2
20000,2,0,0,0
70000,2,0,0,0
290000,2,0,0,0
120000,2,-1,2,2
140000,2,0,0,-1
220000,2,0,0,0
240000,2,0,0,0
320000,2,0,0,0
50000,2,0,0,0
100000,2,0,0,0
70000,2,2,2,2
230000,2,0,0,0
120000,2,-1,2,2
350000,2,0,0,0
70000,2,2,2,2
50000,2,0,0,0
150000,2,-2,-2,-2
410000,2,-2,-2,-2
410000,2,0,0,0
400000,2,-2,-2,-2
50000,2,0,0,0
390000,2,0,0,0
360000,2,-1,-1,-1
30000,2,-1,-1,-1
300000,2,-2,-2,-1
170000,2,-2,-2,-2
40000,2,2,2,2
430000,2,0,0,0
130000,2,-1,-1,-1
450000,2,0,0,0
90000,2,0,0,0
190000,2,-2,-2,-2
210000,2,0,0,0
20000,2,0,0,0
200000,2,1,-2,-2
160000,2,-2,-2,-2
220000,2,0,0,0
230000,2,-1,-1,-1
290000,2,-2,-2,-2
360000,2,0,0,0
160000,2,0,-1,-1
240000,2,-2,-2,-2
260000,2,-2,-2,-2
100000,2,0,0,0
70000,2,0,0,0
170000,2,0,0,2
40000,2,-1,0,0
80000,2,0,0,0
30000,2,0,0,0
140000,2,1,-2,-2
230000,2,0,0,0
200000,2,0,0,0
400000,2,-2,-2,-2
170000,2,0,0,0
270000,2,-1,-1,-2
30000,2,-1,-1,-1
200000,2,-2,-2,-2
280000,2,2,-1,-1
420000,2,0,0,0
30000,2,2,0,0
180000,2,0,0,0
290000,2,0,0,0
20000,2,0,0,0
500000,2,-2,-2,-2
340000,2,0,0,0
270000,2,0,0,0
150000,2,1,-1,0
40000,2,-1,-1,-1
360000,2,-2,-2,-2
500000,2,0,0,0
280000,2,-2,-2,-1
50000,2,0,0,0
330000,2,-2,-2,-2
360000,2,-1,-1,-1
340000,2,0,0,0
500000,2,-1,-1,-1
270000,2,0,0,2
120000,2,0,0,0
140000,2,-1,-1,-1
200000,2,-1,-1,-1
50000,2,0,0,0
220000,2,0,0,0
80000,2,0,0,0
200000,2,-2,-2,-2
20000,2,1,-1,-1
260000,2,2,2,-1
430000,2,0,0,0
360000,2,-1,-1,-1
500000,2,-1,-1,-1
50000,2,1,2,0
50000,2,0,0,0
360000,2,-2,-2,-2
10000,2,-1,0,0
220000,2,1,-1,-1
110000,2,0,0,0
290000,2,0,0,0
110000,2,0,0,0
120000,2,1,-2,-2
140000,2,0,0,0
500000,2,0,0,0
360000,2,-2,-2,-2
280000,2,0,0,-1
220000,2,-1,-1,-1
210000,2,0,0,0
170000,2,-1,-1,-1
50000,2,0,0,0
300000,2,2,0,0
160000,2,-2,-2,-2
320000,2,1,3,2
280000,2,0,0,0
290000,2,0,0,0
20000,2,0,0,2
80000,2,0,0,-2
200000,2,1,-2,-2
270000,2,-2,-2,-2
200000,2,-1,-1,-1
130000,2,0,0,0
30000,2,2,2,0
60000,2,-1,-1,-1
180000,2,0,0,0
90000,2,2,2,2
430000,2,0,-1,-1
30000,2,3,3,3
190000,2,0,0,0
240000,2,2,0,0
240000,2,-1,-1,-2
240000,2,0,0,2
160000,2,1,-1,-1
110000,2,0,0,2
360000,2,-1,-1,-1
130000,2,0,0,0
30000,2,0,0,2
370000,2,-1,-1,-1
120000,2,1,2,0
100000,2,1,-2,-1
80000,2,-2,-2,-1
120000,2,0,0,0
290000,2,0,0,0
150000,2,0,0,0
270000,2,0,0,0
20000,2,0,0,0
360000,2,-2,-1,-1
320000,2,-2,-2,-2
260000,2,0,0,-1
320000,2,2,2,-2
360000,2,0,0,0
190000,2,-1,-1,-1
330000,2,0,0,0
90000,2,0,0,0
240000,2,0,0,0
280000,2,-1,-1,-1
360000,2,-2,-2,-2
350000,2,0,-1,-1
420000,2,0,0,0
280000,2,0,0,0
70000,2,0,0,0
140000,2,0,0,0
60000,2,0,0,0
110000,2,0,0,2
300000,2,1,-2,-1
80000,2,0,0,0
200000,2,0,0,-2
450000,2,-1,-1,-1
140000,2,0,0,0
150000,2,-1,-1,-1
80000,2,0,0,0
200000,2,-2,-2,-2
360000,2,1,-2,-2
160000,2,0,0,2
200000,2,-2,-2,-2
150000,2,-1,-1,-1
50000,2,-1,-1,-1
360000,2,0,0,0
500000,2,-1,-1,-1
220000,2,0,0,0
220000,2,-2,-2,-2
80000,2,0,0,0
200000,2,-2,-2,-2
100000,2,2,2,2
260000,2,-2,-2,-2
300000,2,-2,-2,-1
160000,2,-2,-2,-2
50000,2,0,0,-1
150000,2,0,0,-1
70000,2,0,0,2
80000,2,0,0,0
100000,2,-2,-2,-2
150000,2,0,0,0
340000,2,-2,-2,-2
210000,2,1,2,2
240000,2,-2,-2,-2
250000,2,-1,-1,0
200000,2,-2,-2,-2
50000,2,0,0,0
450000,2,-1,-1,-1
200000,2,0,0,0
350000,2,0,0,0
200000,2,-1,-1,-1
530000,2,0,0,0
60000,2,0,0,0
280000,2,-2,-2,-2
210000,2,0,0,0
210000,2,1,2,2
420000,2,0,0,0
80000,2,-1,-1,-1
170000,2,0,0,-2
80000,2,0,0,0
510000,2,0,0,0
110000,2,0,0,0
10000,2,0,0,0
300000,2,-2,-2,-2
60000,2,1,2,0
200000,2,0,0,0
230000,2,-1,-1,-1
500000,2,-2,-2,-2
50000,2,2,2,2
280000,2,0,0,0
170000,2,0,0,0
60000,2,2,2,2
210000,2,1,-1,2
70000,2,0,0,2
300000,2,1,-2,-1
330000,2,0,0,0
200000,2,0,0,0
170000,2,0,0,0
20000,2,1,-2,-2
230000,2,-1,-1,-1
80000,2,0,0,0
320000,2,-1,-1,-1
230000,2,0,0,0
80000,2,-1,-1,-1
300000,2,-2,-2,-2
100000,2,2,2,0
370000,2,-2,-2,-2
200000,2,-1,-1,-1
130000,2,-1,-1,-1
50000,2,0,0,0
300000,2,0,0,0
500000,2,0,0,0
140000,2,-1,-1,-1
20000,2,0,0,0
270000,2,-2,-2,-2
150000,2,0,0,0
70000,2,1,1,-1
120000,2,0,0,0
20000,2,0,0,0
260000,2,0,0,0
160000,2,1,-2,-1
50000,2,0,0,0
350000,2,1,-2,-2
510000,2,8,7,6
250000,2,-1,-1,0
80000,2,1,-2,-2
180000,2,-1,-1,-1
60000,2,1,1,-2
170000,2,2,2,2
200000,2,-1,-1,-1
210000,2,-2,-2,-2
200000,2,-1,-1,-1
200000,2,2,2,2
200000,2,-1,0,0
240000,2,0,0,0
450000,2,-2,-2,-2
80000,2,0,0,0
430000,2,0,0,0
30000,2,2,2,2
290000,2,0,0,0
40000,2,1,2,2
170000,2,0,0,0
130000,2,0,0,0
360000,2,0,-1,-1
360000,2,1,-1,-1
180000,2,-2,-2,-2
210000,2,0,0,0
260000,2,-2,-2,-2
200000,2,1,-1,0
340000,2,0,0,0
200000,2,-1,-1,-2
360000,2,2,2,2
90000,2,0,0,0
40000,2,0,0,0
500000,2,0,0,0
240000,2,0,0,0
440000,2,-1,-1,-1
50000,2,0,0,0
180000,2,1,2,2
30000,2,0,0,0
60000,2,0,0,0
150000,2,0,0,0
80000,2,0,0,-2
290000,2,-2,-2,-2
220000,2,0,0,-2
50000,2,-1,-1,-1
80000,2,2,2,2
400000,2,1,-1,-1
150000,2,-2,-2,-2
250000,2,2,0,0
120000,2,-1,-1,-2
300000,2,-1,-1,-1
500000,2,0,0,0
240000,2,-1,-1,-2
240000,2,0,0,0
30000,2,-2,-2,-2
90000,2,-2,-2,-2
60000,2,-1,0,-1
60000,2,0,0,0
230000,2,-1,-1,-1
290000,2,0,0,0
430000,2,-2,-2,-2
230000,2,-2,-2,-2
140000,2,1,-2,-2
210000,2,0,0,0
390000,2,0,0,0
320000,2,-1,2,-1
50000,2,2,2,2
100000,2,0,0,-2
260000,2,-2,-2,-2
260000,2,1,-2,-2
100000,2,0,0,0
340000,2,0,0,0
150000,2,0,0,0
360000,2,0,0,0
210000,2,-1,-1,-1
200000,2,2,-1,-1
310000,2,0,0,0
260000,2,-2,-2,-2
210000,2,-2,-2,-2
330000,2,-1,0,0
430000,2,-2,-2,-2
450000,2,0,-1,-1
150000,2,-1,0,0
410000,2,-2,-2,-2
90000,2,0,0,0
280000,2,-1,0,-1
150000,2,-2,-2,-2
200000,2,-1,-1,-2
150000,2,0,0,0
140000,2,1,2,0
260000,2,0,0,0
160000,2,0,0,0
310000,2,0,0,0
80000,2,-1,-1,2
150000,2,2,0,0
330000,2,0,0,0
180000,2,-2,-2,-2
120000,2,0,0,0
150000,2,-1,-1,-1
